Entry	Entry name	Protein names	Status	Gene names  (primary )
P63085	MK01_MOUSE	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	reviewed	Mapk1
Q63844	MK03_MOUSE	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (MNK1) (Microtubule-associated protein 2 kinase) (p44-ERK1)	reviewed	Mapk3
Q3T0N5	MK13_BOVIN	Mitogen-activated protein kinase 13 (MAP kinase 13) (MAPK 13) (EC 2.7.11.24)	reviewed	MAPK13
O15264	MK13_HUMAN	Mitogen-activated protein kinase 13 (MAP kinase 13) (MAPK 13) (EC 2.7.11.24) (Mitogen-activated protein kinase p38 delta) (MAP kinase p38 delta) (Stress-activated protein kinase 4)	reviewed	MAPK13
P46196	MK01_BOVIN	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	reviewed	MAPK1
P63086	MK01_RAT	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	reviewed	Mapk1
Q9Z1B7	MK13_MOUSE	Mitogen-activated protein kinase 13 (MAP kinase 13) (MAPK 13) (EC 2.7.11.24) (Mitogen-activated protein kinase p38 delta) (MAP kinase p38 delta) (Stress-activated protein kinase 4)	reviewed	Mapk13
Q9N272	MK13_PANTR	Mitogen-activated protein kinase 13 (MAP kinase 13) (MAPK 13) (EC 2.7.11.24) (Stress-activated protein kinase 4)	reviewed	MAPK13
Q8CGY8	OGT1_MOUSE	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	reviewed	Ogt
P81436	OGT1_RABIT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	reviewed	OGT
Q9Z0W5	PACN1_RAT	Protein kinase C and casein kinase substrate in neurons protein 1 (Dynamin proline-rich domain-interacting protein) (Dynamin PRD-interacting protein) (Synaptic, dynamin-associated protein I) (Syndapin-1) (Syndapin-I) (SdpI)	reviewed	Pacsin1
Q27HV0	OGT1_PIG	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	reviewed	OGT
A7MBI0	PACN1_BOVIN	Protein kinase C and casein kinase substrate in neurons protein 1	reviewed	PACSIN1
P56558	OGT1_RAT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	reviewed	Ogt
Q61644	PACN1_MOUSE	Protein kinase C and casein kinase substrate in neurons protein 1 (Syndapin-1)	reviewed	Pacsin1
Q9BY11	PACN1_HUMAN	Protein kinase C and casein kinase substrate in neurons protein 1 (Syndapin-1)	reviewed	PACSIN1
Q5R411	PACN1_PONAB	Protein kinase C and casein kinase substrate in neurons protein 1	reviewed	Pacsin1
P00518	PHKG1_RABIT	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)	reviewed	PHKG1
Q16816	PHKG1_HUMAN	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (PHK-gamma-M) (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)	reviewed	PHKG1
P13286	PHKG1_RAT	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)	reviewed	Phkg1
P70268	PKN1_MOUSE	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	reviewed	Pkn1
P07934	PHKG1_MOUSE	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)	reviewed	Phkg1
A1A4I4	PKN1_BOVIN	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein kinase PKN-alpha) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	reviewed	PKN1
Q16512	PKN1_HUMAN	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protease-activated kinase 1) (PAK-1) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein kinase PKN-alpha) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	reviewed	PKN1
Q63433	PKN1_RAT	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protease-activated kinase 1) (PAK-1) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	reviewed	Pkn1
P53041	PPP5_HUMAN	Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PP-T) (PPT)	reviewed	PPP5C
P04156	PRIO_HUMAN	Major prion protein (PrP) (ASCR) (PrP27-30) (PrP33-35C) (CD antigen CD230)	reviewed	PRNP
P55739	PPP5_RABIT	Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PPT) (Fragment)	reviewed	PPP5C
Q60676	PPP5_MOUSE	Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PPT)	reviewed	Ppp5c
P53042	PPP5_RAT	Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PPT)	reviewed	Ppp5c
P26599	PTBP1_HUMAN	Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I)	reviewed	PTBP1
Q00438	PTBP1_RAT	Polypyrimidine tract-binding protein 1 (PTB) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I) (Pyrimidine-binding protein) (PYBP)	reviewed	Ptbp1
P17225	PTBP1_MOUSE	Polypyrimidine tract-binding protein 1 (PTB) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I)	reviewed	Ptbp1
Q8WN55	PTBP1_BOVIN	Polypyrimidine tract-binding protein 1 (PTB)	reviewed	PTBP1
Q29099	PTBP1_PIG	Polypyrimidine tract-binding protein 1 (PTB) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I)	reviewed	PTBP1
P38159	RBMX_HUMAN	RNA-binding motif protein, X chromosome (Glycoprotein p43) (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]	reviewed	RBMX
Q9BWF3	RBM4_HUMAN	RNA-binding protein 4 (Lark homolog) (hLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a)	reviewed	RBM4
Q4R7F0	RBMX_MACFA	RNA-binding motif protein, X chromosome (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]	reviewed	RBMX
Q4V898	RBMX_RAT	RNA-binding motif protein, X chromosome (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) (RNA-binding motif protein, X chromosome retrogene) (RNA-binding motif protein, X chromosome retrogene-like) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]	reviewed	Rbmx
Q4R979	RBM4_MACFA	RNA-binding protein 4 (RNA-binding motif protein 4)	reviewed	RBM4
Q8C7Q4	RBM4_MOUSE	RNA-binding protein 4 (Lark homolog) (mLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a)	reviewed	Rbm4
Q3MHX3	RBM4_BOVIN	RNA-binding protein 4 (RNA-binding motif protein 4) (RNA-binding motif protein 4a)	reviewed	RBM4
Q29RT0	RBMX_BOVIN	RNA-binding motif protein, X chromosome (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]	reviewed	RBMX
Q9WV02	RBMX_MOUSE	RNA-binding motif protein, X chromosome (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]	reviewed	Rbmx
Q9BDY9	RBM4_RABIT	RNA-binding protein 4 (Lark homolog) (RNA-binding motif protein 4)	reviewed	RBM4
A5A6M3	RBMX_PANTR	RNA-binding motif protein, X chromosome (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]	reviewed	RBMX
D3ZTQ1	SFSWA_RAT	Splicing factor, suppressor of white-apricot homolog (Splicing factor, arginine/serine-rich 8) (Suppressor of white apricot protein homolog)	reviewed	Sfswap
Q9XT18	SGK1_RABIT	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)	reviewed	SGK1
A7MB74	SGK1_BOVIN	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)	reviewed	SGK1
Q4R633	SGK1_MACFA	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)	reviewed	SGK1
Q06226	SGK1_RAT	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)	reviewed	Sgk1
Q3USH5	SFSWA_MOUSE	Splicing factor, suppressor of white-apricot homolog (Splicing factor, arginine/serine-rich 8) (Suppressor of white apricot protein homolog)	reviewed	Sfswap
Q12872	SFSWA_HUMAN	Splicing factor, suppressor of white-apricot homolog (Splicing factor, arginine/serine-rich 8) (Suppressor of white apricot protein homolog)	reviewed	SFSWAP
Q9WVC6	SGK1_MOUSE	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)	reviewed	Sgk1
Q96R06	SPAG5_HUMAN	Sperm-associated antigen 5 (Astrin) (Deepest) (Mitotic spindle-associated protein p126) (MAP126)	reviewed	SPAG5
O70551	SRPK1_MOUSE	SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1)	reviewed	Srpk1
Q96SB4	SRPK1_HUMAN	SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1)	reviewed	SRPK1
G3V6S8	SRSF6_RAT	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)	reviewed	Srsf6
Q5PPI1	SRSF9_RAT	Serine/arginine-rich splicing factor 9 (Splicing factor, arginine/serine-rich 9)	reviewed	Srsf9
Q8VE97	SRSF4_MOUSE	Serine/arginine-rich splicing factor 4 (Splicing factor, arginine/serine-rich 4)	reviewed	Srsf4
Q8BL97	SRSF7_MOUSE	Serine/arginine-rich splicing factor 7 (Splicing factor, arginine/serine-rich 7)	reviewed	Srsf7
Q9D0B0	SRSF9_MOUSE	Serine/arginine-rich splicing factor 9 (Splicing factor, arginine/serine-rich 9)	reviewed	Srsf9
Q64337	SQSTM_MOUSE	Sequestosome-1 (STONE14) (Ubiquitin-binding protein p62)	reviewed	Sqstm1
Q5RD27	SRPK1_PONAB	SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1)	reviewed	SRPK1
Q08170	SRSF4_HUMAN	Serine/arginine-rich splicing factor 4 (Pre-mRNA-splicing factor SRP75) (SRP001LB) (Splicing factor, arginine/serine-rich 4)	reviewed	SRSF4
Q3T106	SRSF7_BOVIN	Serine/arginine-rich splicing factor 7 (Splicing factor, arginine/serine-rich 7)	reviewed	SRSF7
Q16629	SRSF7_HUMAN	Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)	reviewed	SRSF7
Q7TME2	SPAG5_MOUSE	Sperm-associated antigen 5 (Mastrin) (Mitotic spindle-associated protein p126) (MAP126)	reviewed	Spag5
Q5RBA5	SQSTM_PONAB	Sequestosome-1 (Ubiquitin-binding protein p62)	reviewed	SQSTM1
Q5YCU7	STH_GORGO	Saitohin	reviewed	STH
O18776	SRSF6_RABIT	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6) (Fragment)	reviewed	SRSF6
O08623	SQSTM_RAT	Sequestosome-1 (Protein kinase C-zeta-interacting protein) (PKC-zeta-interacting protein) (Ubiquitin-binding protein p62)	reviewed	Sqstm1
Q3B7L6	SRSF6_BOVIN	Serine/arginine-rich splicing factor 6 (Splicing factor, arginine/serine-rich 6)	reviewed	SRSF6
Q3TWW8	SRSF6_MOUSE	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)	reviewed	Srsf6
Q13247	SRSF6_HUMAN	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)	reviewed	SRSF6
Q13242	SRSF9_HUMAN	Serine/arginine-rich splicing factor 9 (Pre-mRNA-splicing factor SRp30C) (Splicing factor, arginine/serine-rich 9)	reviewed	SRSF9
Q6ZVD7	STOX1_HUMAN	Storkhead-box protein 1 (Winged-helix domain-containing protein)	reviewed	STOX1
Q5YCU8	STH_PANTR	Saitohin	reviewed	STH
B2RQL2	STOX1_MOUSE	Storkhead-box protein 1	reviewed	Stox1
Q7L7X3	TAOK1_HUMAN	Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Kinase from chicken homolog B) (hKFC-B) (MARK Kinase) (MARKK) (Prostate-derived sterile 20-like kinase 2) (PSK-2) (PSK2) (Prostate-derived STE20-like kinase 2) (Thousand and one amino acid protein kinase 1) (TAOK1) (hTAOK1)	reviewed	TAOK1
Q5F2E8	TAOK1_MOUSE	Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Thousand and one amino acid protein 1)	reviewed	Taok1
Q9MYX8	TAU_PAPHA	Microtubule-associated protein tau (Neurofibrillary tangle protein) (Paired helical filament-tau) (PHF-tau)	reviewed	MAPT
O02828	TAU_CAPHI	Microtubule-associated protein tau (Neurofibrillary tangle protein) (Paired helical filament-tau) (PHF-tau)	reviewed	MAPT
P57786	TAU_MACMU	Microtubule-associated protein tau (Neurofibrillary tangle protein) (Paired helical filament-tau) (PHF-tau)	reviewed	MAPT
O88664	TAOK1_RAT	Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Thousand and one amino acid protein 1)	reviewed	Taok1
Q5YCV9	TAU_HYLLA	Microtubule-associated protein tau	reviewed	MAPT
Q5YCW1	TAU_PANTR	Microtubule-associated protein tau	reviewed	MAPT
Q5S6V2	TAU_PONPY	Microtubule-associated protein tau	reviewed	MAPT
Q6TS35	TAU_SPECI	Microtubule-associated protein tau	reviewed	MAPT
Q5YCW0	TAU_GORGO	Microtubule-associated protein tau	reviewed	MAPT
P62997	TRA2B_RAT	Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (RA301) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)	reviewed	Tra2b
Q3ZBT6	TRA2B_BOVIN	Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)	reviewed	TRA2B
P62995	TRA2B_HUMAN	Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (hTRA2-beta) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)	reviewed	TRA2B
P62996	TRA2B_MOUSE	Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (Silica-induced gene 41 protein) (SIG-41) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)	reviewed	Tra2b
P26368	U2AF2_HUMAN	Splicing factor U2AF 65 kDa subunit (U2 auxiliary factor 65 kDa subunit) (hU2AF(65)) (hU2AF65) (U2 snRNP auxiliary factor large subunit)	reviewed	U2AF2
Q9NZC7	WWOX_HUMAN	WW domain-containing oxidoreductase (EC 1.1.1.-) (Fragile site FRA16D oxidoreductase) (Short chain dehydrogenase/reductase family 41C member 1)	reviewed	WWOX
Q5R9W5	WWOX_PONAB	WW domain-containing oxidoreductase (EC 1.1.1.-)	reviewed	WWOX
Q91WL8	WWOX_MOUSE	WW domain-containing oxidoreductase (EC 1.1.1.-)	reviewed	Wwox
