c1.diseaseId	c1.name	c1.STY	c1.MESH	c1.diseaseClassName	c1.doName	c1.type	c1.OMIM	c2.symbol	c2.geneId	c2.uniprotId	c2.description	c2.DPI	c2.DSI	c2.pantherName	c0.score	c0.EI	c0.Npmids	c0.Nsnps	c0.source	c3.Ndiseases
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PSMC4	5704	P43686	proteasome 26S subunit, ATPase 4	0.107	0.838	hydrolase	0.00328236603323995	1.0	3	0	ALL	5
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PRDX2	7001	P32119	peroxiredoxin 2	0.786	0.533	oxidoreductase	0.00328236603323995	1.0	2	0	ALL	103
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CRYZ	1429	Q08257	crystallin zeta	0.679	0.542	oxidoreductase	0.0032312088759273	1.0	4	0	ALL	94
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CYP1A1	1543	P04798	cytochrome P450 family 1 subfamily A member 1	0.964	0.408	oxidoreductase	0.0032312088759273	1.0	4	0	ALL	354
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	AKT1	207	P31749	AKT serine/threonine kinase 1	0.893	0.336	transfer/carrier protein; transferase; calcium-binding protein; kinase	0.0032312088759273	1.0	4	0	ALL	725
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GLUD2	2747	P49448	glutamate dehydrogenase 2	0.107	0.838	oxidoreductase	0.0032312088759273	1.0	3	1	ALL	5
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNA	4553	null	tRNA	0.714	0.6	null	0.0032312088759273	1.0	4	0	ALL	53
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CYP2B6	1555	P20813	cytochrome P450 family 2 subfamily B member 6	0.821	0.42	null	0.0030219946263441	1.0	11	0	ALL	316
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	E2F1	1869	Q01094	E2F transcription factor 1	0.821	0.477	transcription factor; nucleic acid binding	0.00300763924902685	1.0	2	0	ALL	180
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GAD2	2572	Q05329	glutamate decarboxylase 2	0.643	0.55	lyase	0.00300763924902685	1.0	2	0	ALL	87
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FAS	355	P25445	Fas cell surface death receptor	0.893	0.371	receptor	0.00300763924902685	1.0	2	0	ALL	512
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NDUFA1	4694	O15239	NADH:ubiquinone oxidoreductase subunit A1	0.464	0.551	null	0.00300763924902685	1.0	2	0	ALL	86
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	WWOX	51741	Q9NZC7	WW domain containing oxidoreductase	0.714	0.47	oxidoreductase	0.00300763924902685	1.0	1	0	ALL	192
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PVALB	5816	P20472	parvalbumin	0.464	0.614	calcium-binding protein	0.00300763924902685	1.0	2	0	ALL	46
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ATXN8OS	6315	P0DMR3	ATXN8 opposite strand (non-protein coding)	0.321	0.636	null	0.00300763924902685	1.0	1	0	ALL	37
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ADH4	127	P08319	alcohol dehydrogenase 4 (class II), pi polypeptide	0.393	0.639	oxidoreductase	0.0029564820917142	1.0	2	0	ALL	36
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ACMSD	130013	Q8TDX5	aminocarboxymuconate semialdehyde decarboxylase	0.107	0.804	null	0.0029564820917142	1.0	3	0	ALL	7
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SYT11	23208	Q9BT88	synaptotagmin 11	0.179	0.838	membrane traffic protein	0.0029564820917142	1.0	3	0	ALL	5
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GRK5	2869	P34947	G protein-coupled receptor kinase 5	0.607	0.621	transferase; kinase	0.0029564820917142	1.0	3	1	ALL	43
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MC1R	4157	Q01726	melanocortin 1 receptor	0.607	0.526	receptor	0.0029564820917142	1.0	3	4	ALL	110
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MMP3	4314	P08254	matrix metallopeptidase 3	0.893	0.407	null	0.0029564820917142	1.0	3	0	ALL	360
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CYTB	4519	P00156	cytochrome b	0.786	0.513	null	0.0029564820917142	0.5	3	0	ALL	125
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HIP1R	9026	O75146	huntingtin interacting protein 1 related	0.286	0.727	cytoskeletal protein	0.0029564820917142	1.0	3	0	ALL	15
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MPHOSPH6	10200	Q99547	M-phase phosphoprotein 6	0.214	0.758	null	0.002747267842131	1.0	10	0	ALL	11
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	C9orf72	203228	Q96LT7	chromosome 9 open reading frame 72	0.429	0.542	null	0.002747267842131	0.7	10	0	ALL	94
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MPZ	4359	P25189	myelin protein zero	0.786	0.488	cell adhesion molecule; transporter	0.002747267842131	1.0	10	0	ALL	161
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PRDX3	10935	P30048	peroxiredoxin 3	0.571	0.621	oxidoreductase	0.00273291246481375	null	1	0	ALL	43
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CD200R1	131450	Q8TD46	CD200 receptor 1	0.429	0.698	null	0.00273291246481375	null	1	0	ALL	20
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ATF2	1386	P15336	activating transcription factor 2	0.75	0.569	transcription factor; nucleic acid binding	0.00273291246481375	null	1	0	ALL	72
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CUL9	23113	Q8IWT3	cullin 9	0.571	0.703	null	0.00273291246481375	null	1	0	ALL	19
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PRDX5	25824	P30044	peroxiredoxin 5	0.643	0.573	null	0.00273291246481375	null	1	0	ALL	69
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NRG1	3084	Q02297	neuregulin 1	0.786	0.496	signaling molecule	0.00273291246481375	null	1	0	ALL	148
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	APOD	347	P05090	apolipoprotein D	0.536	0.591	null	0.00273291246481375	null	1	0	ALL	58
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	AMIGO2	347902	Q86SJ2	adhesion molecule with Ig like domain 2	0.107	0.86	null	0.00273291246481375	null	1	0	ALL	4
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HSP90AB2P	391634	Q58FF8	heat shock protein 90 alpha family class B member 2, pseudogene	0.107	0.889	chaperone	0.00273291246481375	null	1	0	ALL	3
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ASIC2	40	Q16515	acid sensing ion channel subunit 2	0.214	0.714	transporter	0.00273291246481375	null	1	0	ALL	17
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LPO	4025	P22079	lactoperoxidase	0.25	0.819	oxidoreductase	0.00273291246481375	null	1	0	ALL	6
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CD200	4345	P41217	CD200 molecule	0.536	0.628	null	0.00273291246481375	null	1	0	ALL	40
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NPPB	4879	P16860	natriuretic peptide B	0.607	0.54	signaling molecule	0.00273291246481375	null	1	0	ALL	96
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NPTX2	4885	P47972	neuronal pentraxin 2	0.5	0.645	null	0.00273291246481375	null	1	0	ALL	34
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PAWR	5074	Q96IZ0	pro-apoptotic WT1 regulator	0.714	0.549	null	0.00273291246481375	null	1	0	ALL	88
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	RB1	5925	P06400	RB transcriptional corepressor 1	0.857	0.451	transcription factor; nucleic acid binding	0.00273291246481375	null	1	0	ALL	233
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	BCL2L1	598	Q07817	BCL2 like 1	0.857	0.465	signaling molecule	0.00273291246481375	null	1	0	ALL	201
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SCN8A	6334	Q9UQD0	sodium voltage-gated channel alpha subunit 8	0.643	0.525	transporter	0.00273291246481375	null	1	0	ALL	111
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CCL3	6348	P10147	C-C motif chemokine ligand 3	0.857	0.51	signaling molecule	0.00273291246481375	null	1	0	ALL	129
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HS1BP3	64342	Q53T59	HCLS1 binding protein 3	0.036	0.889	null	0.00273291246481375	null	1	0	ALL	3
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TSC2	7249	P49815	tuberous sclerosis 2	0.786	0.454	null	0.00273291246481375	null	1	0	ALL	225
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	YWHAZ	7534	P63104	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	0.786	0.513	chaperone	0.00273291246481375	null	1	0	ALL	126
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FADD	8772	Q13158	Fas associated via death domain	0.786	0.538	null	0.00273291246481375	null	1	0	ALL	98
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SQSTM1	8878	Q13501	sequestosome 1	0.857	0.446	null	0.00273291246481375	null	1	0	ALL	244
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FUBP1	8880	Q96AE4	far upstream element binding protein 1	0.214	0.714	enzyme modulator; nucleic acid binding	0.00273291246481375	null	1	0	ALL	17
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	RNF41	10193	Q9H4P4	ring finger protein 41	0.464	0.688	null	0.0026817553075011	1.0	1	0	ALL	22
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CST3	1471	P01034	cystatin C	0.75	0.506	enzyme modulator	0.0026817553075011	1.0	1	0	ALL	134
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DCTN1	1639	Q14203	dynactin subunit 1	0.536	0.548	cytoskeletal protein	0.0026817553075011	0.0	1	0	ALL	89
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DECR1	1666	Q16698	2,4-dienoyl-CoA reductase 1	0.786	0.459	oxidoreductase	0.0026817553075011	1.0	2	0	ALL	215
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TOR1A	1861	O14656	torsin family 1 member A	0.536	0.562	chaperone	0.0026817553075011	1.0	2	0	ALL	77
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	EPHB2	2048	P29323	EPH receptor B2	0.786	0.419	null	0.0026817553075011	1.0	2	0	ALL	319
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FCER2	2208	P06734	Fc fragment of IgE receptor II	0.679	0.572	cell adhesion molecule; defense/immunity protein; receptor	0.0026817553075011	1.0	2	0	ALL	70
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FRAXA	2477	null	fragile site, folic acid type, rare, fra(X)(q27.3) A (macroorchidism, mental retardation)	0.357	0.614	null	0.0026817553075011	1.0	2	0	ALL	46
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	AOC1	26	P19801	amine oxidase, copper containing 1	0.536	0.684	null	0.0026817553075011	0.0	1	1	ALL	23
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GATA2	2624	P23769	GATA binding protein 2	0.679	0.524	transcription factor; nucleic acid binding	0.0026817553075011	1.0	1	0	ALL	113
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GC	2638	P02774	GC, vitamin D binding protein	0.857	0.527	null	0.0026817553075011	1.0	2	1	ALL	109
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	KANSL1	284058	Q7Z3B3	KAT8 regulatory NSL complex subunit 1	0.25	0.741	null	0.0026817553075011	1.0	1	1	ALL	13
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HLA-DRB5	3127	Q30154	major histocompatibility complex, class II, DR beta 5	0.786	0.604	defense/immunity protein	0.0026817553075011	1.0	2	0	ALL	51
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HSPA1B	3304	P0DMV8;P0DMV9	heat shock protein family A (Hsp70) member 1B	0.821	0.487	null	0.0026817553075011	1.0	1	0	ALL	163
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HSPA1L	3305	P34931	heat shock protein family A (Hsp70) member 1 like	0.786	0.57	null	0.0026817553075011	1.0	1	0	ALL	71
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HSPA5	3309	P11021	heat shock protein family A (Hsp70) member 5	0.714	0.473	null	0.0026817553075011	1.0	2	0	ALL	186
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	IL1RN	3557	P18510	interleukin 1 receptor antagonist	0.964	0.359	signaling molecule	0.0026817553075011	0.0	1	0	ALL	577
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	IL4	3565	P05112	interleukin 4	0.929	0.342	signaling molecule	0.0026817553075011	0.0	2	0	ALL	686
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MSX1	4487	P28360	msh homeobox 1	0.536	0.544	transcription factor; nucleic acid binding	0.0026817553075011	1.0	1	0	ALL	92
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NUDT1	4521	P36639	nudix hydrolase 1	0.571	0.664	transferase; hydrolase	0.0026817553075011	0.0	2	1	ALL	28
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ND4	4538	P03905	NADH dehydrogenase, subunit 4 (complex I)	0.714	0.507	oxidoreductase	0.0026817553075011	1.0	2	0	ALL	133
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NOS3	4846	P29474	nitric oxide synthase 3	0.964	0.371	null	0.0026817553075011	1.0	1	0	ALL	511
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TFB1M	51106	Q8WVM0	transcription factor B1, mitochondrial	0.179	0.79	transferase; nucleic acid binding	0.0026817553075011	1.0	1	0	ALL	8
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRAPPC4	51399	Q9Y296	trafficking protein particle complex 4	0.143	0.838	membrane traffic protein	0.0026817553075011	1.0	1	0	ALL	5
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	POMC	5443	P01189	proopiomelanocortin	0.821	0.388	signaling molecule	0.0026817553075011	1.0	2	0	ALL	435
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	BAX	581	Q07812	BCL2 associated X, apoptosis regulator	0.821	0.439	signaling molecule	0.0026817553075011	1.0	2	1	ALL	261
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	RGS2	5997	P41220	regulator of G-protein signaling 2	0.571	0.565	enzyme modulator	0.0026817553075011	1.0	2	0	ALL	75
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CFB	629	P00751	complement factor B	0.786	0.57	null	0.0026817553075011	0.0	2	0	ALL	71
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TFB2M	64216	Q9H5Q4	transcription factor B2, mitochondrial	0.107	0.889	transferase; nucleic acid binding	0.0026817553075011	1.0	1	0	ALL	3
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NUCKS1	64710	Q9H1E3	nuclear casein kinase and cyclin dependent kinase substrate 1	0.214	0.819	null	0.0026817553075011	1.0	2	2	ALL	6
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ATXN8	724066	Q156A1	ataxin 8	0.179	0.768	null	0.0026817553075011	1.0	2	0	ALL	10
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PDXK	8566	O00764	pyridoxal kinase	0.25	0.804	transferase; kinase	0.0026817553075011	1.0	1	1	ALL	7
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PHOX2B	8929	Q99453	paired like homeobox 2b	0.536	0.543	transcription factor; nucleic acid binding	0.0026817553075011	1.0	1	0	ALL	93
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CD14	929	P08571	CD14 molecule	0.821	0.398	null	0.0026817553075011	1.0	1	0	ALL	393
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HOMER1	9456	Q86YM7	homer scaffolding protein 1	0.214	0.664	signaling molecule	0.0026817553075011	1.0	2	0	ALL	28
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SRGAP3	9901	O43295	SLIT-ROBO Rho GTPase activating protein 3	0.321	0.721	enzyme modulator	0.0026817553075011	1.0	1	0	ALL	16
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CDC42	998	P60953	cell division cycle 42	0.821	0.506	enzyme modulator	0.0026817553075011	0.0	2	0	ALL	135
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DNM1L	10059	O00429	dynamin 1 like	0.714	0.555	cytoskeletal protein; enzyme modulator; hydrolase	0.0024725410579179	0.889	9	0	ALL	83
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PPARGC1A	10891	Q9UBK2	PPARG coactivator 1 alpha	0.857	0.472	transcription factor	0.0024725410579179	0.889	9	0	ALL	189
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	APP	351	P05067	amyloid beta precursor protein	0.857	0.415	signaling molecule	0.0024725410579179	1.0	9	4	ALL	333
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HDAC6	10013	Q9UBN7	histone deacetylase 6	0.679	0.521	oxidoreductase; nucleic acid binding; hydrolase	0.002407028523288	null	1	0	ALL	116
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PLXNC1	10154	O60486	plexin C1	0.179	0.804	null	0.002407028523288	null	1	1	ALL	7
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FARP1	10160	Q9Y4F1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	0.179	0.838	enzyme modulator	0.002407028523288	null	1	0	ALL	5
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PAK4	10298	O96013	p21 (RAC1) activated kinase 4	0.357	0.626	null	0.002407028523288	null	1	0	ALL	41
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CHP1	11261	Q99653	calcineurin like EF-hand protein 1	0.714	0.586	calcium-binding protein; phosphatase; hydrolase	0.002407028523288	null	1	0	ALL	61
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ADH1A	124	P07327	alcohol dehydrogenase 1A (class I), alpha polypeptide	0.464	0.648	oxidoreductase	0.002407028523288	null	1	0	ALL	33
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CR2	1380	P20023	complement C3d receptor 2	0.679	0.532	null	0.002407028523288	null	1	0	ALL	104
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CSF1R	1436	P07333	colony stimulating factor 1 receptor	0.679	0.484	null	0.002407028523288	null	1	0	ALL	168
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ADRA1A	148	P35348	adrenoceptor alpha 1A	0.679	0.518	receptor	0.002407028523288	null	1	0	ALL	119
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ADRA2A	150	P08913	adrenoceptor alpha 2A	0.536	0.573	receptor	0.002407028523288	null	1	0	ALL	69
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CYP19A1	1588	P11511	cytochrome P450 family 19 subfamily A member 1	0.821	0.451	oxidoreductase	0.002407028523288	null	1	0	ALL	232
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CYP27A1	1593	Q02318	cytochrome P450 family 27 subfamily A member 1	0.679	0.524	oxidoreductase	0.002407028523288	null	1	0	ALL	112
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DCC	1630	P43146	DCC netrin 1 receptor	0.714	0.502	cell adhesion molecule; phosphatase; hydrolase; defense/immunity protein; receptor	0.002407028523288	null	1	0	ALL	140
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DRD5	1816	P21918	dopamine receptor D5	0.393	0.626	receptor	0.002407028523288	null	1	0	ALL	41
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	EFNA5	1946	P52803	ephrin A5	0.5	0.661	signaling molecule	0.002407028523288	null	1	0	ALL	29
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	A2M	2	P01023	alpha-2-macroglobulin	0.75	0.562	defense/immunity protein; signaling molecule; enzyme modulator	0.002407028523288	null	1	0	ALL	77
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CDCP2	200008	Q5VXM1	CUB domain containing protein 2	0.036	1.0	cell adhesion molecule; transfer/carrier protein; transporter; protease; enzyme modulator; oxidoreductase; hydrolase; signaling molecule; extracellular matrix protein; receptor	0.002407028523288	null	1	0	ALL	1
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	EN1	2019	Q05925	engrailed homeobox 1	0.25	0.758	transcription factor; nucleic acid binding	0.002407028523288	null	1	0	ALL	11
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	EN2	2020	P19622	engrailed homeobox 2	0.286	0.709	transcription factor; nucleic acid binding	0.002407028523288	null	1	0	ALL	18
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	EPHA4	2043	P54764	EPH receptor A4	0.679	0.581	null	0.002407028523288	null	1	0	ALL	64
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	EPHB1	2047	P54762	EPH receptor B1	0.714	0.589	null	0.002407028523288	null	1	0	ALL	59
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	RRAS2	22800	P62070	related RAS viral (r-ras) oncogene homolog 2	0.25	0.698	enzyme modulator	0.002407028523288	null	1	0	ALL	20
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MRAS	22808	O14807	muscle RAS oncogene homolog	0.214	0.779	enzyme modulator	0.002407028523288	null	1	0	ALL	9
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NTNG1	22854	Q9Y2I2	netrin G1	0.5	0.582	extracellular matrix protein; receptor	0.002407028523288	null	1	0	ALL	63
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FUT2	2524	Q10981	fucosyltransferase 2	0.643	0.576	transferase	0.002407028523288	null	1	0	ALL	67
