c0.source	c0.geneId	c0.associationType	c0.originalSource	c0.sentence	c0.pmid	c1.pantherName	c1.symbol	c1.description	c2.diseaseId	c2.name	c2.hpoName	c2.STY	c2.MESH	c2.diseaseClassName	c2.doName	c2.type	c2.OMIM	c3.score	c4.year
ALL	65018	GeneticVariation	BEFREE	This mitophagy process is closely regulated by <span class= gene  id= 25149217-4-47-52 >PINK1</span> and Parkin, two interacting proteins which relocalize to mitochondria with deficient proton gradients, and whose mutations cause autosomal recessive variants of <span class= disease  id= 25149217-4-214-216 >PD</span>.	25149217	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2015
ALL	65018	GeneticVariation	BEFREE	Thus, dPINK1 plays an essential role in maintaining neuronal survival by preventing neurons from undergoing oxidative stress, thereby suggesting a potential mechanism by which a reduction in <span class= gene  id= 16938835-7-191-196 >PINK1</span> function leads to <span class= disease  id= 16938835-7-215-217 >PD</span>-associated neurodegeneration.	16938835	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2006
ALL	65018	Biomarker	LHGDN	The phenotypic spectrum associated with <span class=gene id=16482571>PINK1</span>-positive <span class=disease id=16482571>Parkinson disease</span> patients may be wider than previously reported.	16482571	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2006
ALL	65018	GeneticVariation	BEFREE	Our findings strengthen the hypothesis that heterozygous <span class= gene  id= 20513816-9-57-62 >PINK1</span> mutations act as a susceptibility factor to develop at least subtle <span class= disease  id= 20513816-9-131-148 >Parkinson disease</span> motor and nonmotor signs, as supported by the finding of a reduced striatal dopaminergic FDOPA uptake not only in homozygous but also, albeit to a lesser extent, in heterozygous mutation carriers.	20513816	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2010
ALL	65018	Biomarker	BEFREE	Our findings suggest a novel pathway by which <span class= gene  id= 17579517-7-46-51 >PINK1</span> phosphorylates downstream effector TRAP1 to prevent oxidative-stress-induced apoptosis and implicate the dysregulation of this mitochondrial pathway in <span class= disease  id= 17579517-7-204-206 >PD</span> pathogenesis.	17579517	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2007
ALL	65018	GeneticVariation	LHGDN	<span class=gene id=18469032>PINK1</span> gene mutations are linked to <span class=disease id=18469032>Parkinson disease</span>	18469032	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2008
ALL	65018	GeneticVariation	GAD	PINK1 mutation heterozygosity and the risk of Parkinson's disease	17172567	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2006
ALL	65018	Biomarker	BEFREE	These results demonstrate the biochemical relationship between <span class= gene  id= 18957282-6-63-68 >PINK1</span>, Parkin, and the mitochondria and thereby suggest the possible mechanism of PINK-Parkin-associated <span class= disease  id= 18957282-6-168-170 >PD</span> pathogenesis.	18957282	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2008
ALL	65018	GeneticVariation	GAD	Structural imaging in the presymptomatic stage of genetically determined parkinsonism.	20483373	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2010
ALL	65018	Biomarker	BEFREE	Recent identification of mutants in <span class= gene  id= 17521740-5-36-41 >PINK1</span>, DJ-1, Parkin, and LRRK-2 genes compliments the oxidative stress and mitochondrial dysfunction hypotheses in dopaminergic neuronal degeneration in <span class= disease  id= 17521740-5-189-191 >PD</span>.	17521740	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2007
ALL	65018	GeneticVariation	GAD	A heterozygous effect for PINK1 mutations in Parkinson's disease?	16969854	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2006
ALL	65018	GeneticVariation	BEFREE	Mutations in the genes <span class= gene  id= 19306499-1-23-53 >PTEN-induced putative kinase 1</span> (<span class= gene  id= 19306499-1-55-60 >PINK1</span>), PARKIN,and DJ-1 cause autosomal recessive forms of <span class= disease  id= 19306499-1-114-131 >Parkinson disease</span> (PD), and the <span class= gene  id= 19306499-1-146-151 >Pink1</span>/Parkin pathway regulates mitochondrial integrity and function.An important question is whether the proteins encoded by these genes function to regulate activities of other cellular compartments.	19306499	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2009
ALL	65018	Biomarker	BEFREE	We discuss the representation of the <span class= gene  id= 22819262-5-37-42 >PINK1</span> deficient mouse and other genetic models to accurately recapitulate early <span class= disease  id= 22819262-5-117-136 >Parkinson's disease</span>.	22819262	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2012
ALL	65018	GeneticVariation	GAD	Bilateral subthalamic stimulation in Parkin and PINK1 parkinsonism.	18378882	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2008
ALL	65018	Biomarker	BEFREE	Dopamine induced neurodegeneration in a <span class= gene  id= 22662171-0-40-45 >PINK1</span> model of <span class= disease  id= 22662171-0-55-74 >Parkinson's disease</span>.	22662171	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2012
ALL	65018	Biomarker	BEFREE	Recent observations in Drosophila have provided important insights into the cellular basis of <span class= disease  id= 20887867-4-94-96 >PD</span> pathogenesis through the demonstration that two genes associated with familial forms of PD, <span class= gene  id= 20887867-4-189-194 >pink1</span> and parkin, function in a common pathway.	20887867	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2011
ALL	65018	GeneticVariation	BEFREE	Recent studies have revealed that genes associated with autosomal recessive forms of <span class= disease  id= 22048001-4-85-87 >PD</span> such as <span class= gene  id= 22048001-4-96-101 >PINK1</span> and Parkin are directly involved in regulating mitochondrial morphology and maintenance, abnormality of which is also observed in the more common, sporadic forms of <span class= disease  id= 22048001-4-267-269 >PD</span>, although the autosomal recessive <span class= disease  id= 22048001-4-304-306 >PD</span>s lack Lewy-body pathology that is characteristic of sporadic <span class= disease  id= 22048001-4-368-370 >PD</span>.	22048001	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2011
ALL	65018	GeneticVariation	BEFREE	Mutations in <span class= gene  id= 25849931-3-13-18 >PINK1</span> have been shown to cause familial cases of <span class= disease  id= 25849931-3-62-81 >Parkinson's disease</span>.	25849931	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2016
ALL	65018	GeneticVariation	GAD	We identified genetic variants in PARKIN, <span class=gene id=18704525-11-42-47>PINK1</span>, LRRK2, and SNCA as a cause or genetic risk factors for PD in 25% of Korean <span class=disease id=18704525-11-124-128>EOPD</span>, and mutation of PARKIN was the most common genetic cause.	18704525	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2008
ALL	65018	GeneticVariation	BEFREE	Effect of endogenous mutant and wild-type <span class= gene  id= 20508036-0-42-47 >PINK1</span> on Parkin in fibroblasts from <span class= disease  id= 20508036-0-78-95 >Parkinson disease</span> patients.	20508036	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2010
ALL	65018	Biomarker	BEFREE	In addition, research has shown that inflammation largely contributes to the pathogenesis of PD, but the functional link between <span class= gene  id= 22643835-4-129-134 >PINK1</span> and <span class= disease  id= 22643835-4-139-141 >PD</span>-linked neuroinflammation remains poorly understood.	22643835	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2012
ALL	65018	Biomarker	BEFREE	Since the discovery in 1997 of the first heritable form of parkinsonism that could be linked to a mutation in a single gene, SNCA, many more genetic leads have followed (Parkin, DJ-1, <span class= gene  id= 17761553-2-184-189 >PINK1</span>, LRRK2, to name a few); these have provided us with many molecular clues to better explore the etiology of parkinsonism and have led to the dismantling of many previously held dogmas about <span class= disease  id= 17761553-2-379-396 >Parkinson disease</span> (<span class= disease  id= 17761553-2-398-400 >PD</span>).	17761553	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2007
ALL	65018	Biomarker	BEFREE	<span class= gene  id= 19285945-0-0-5 >PINK1</span>-associated <span class= disease  id= 19285945-0-17-36 >Parkinson's disease</span> is caused by neuronal vulnerability to calcium-induced cell death.	19285945	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2009
ALL	65018	GeneticVariation	BEFREE	<span class= gene  id= 24385196-0-0-5 >PINK1</span> and its familial <span class= disease  id= 24385196-0-23-42 >Parkinson's disease</span>-associated mutation regulate brain vascular endothelial inflammation.	24385196	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2013
ALL	65018	GeneticVariation	BEFREE	Mutations in PTEN induced kinase 1 (<span class= gene  id= 19242547-1-36-41 >PINK1</span>), a mitochondrial Ser/Thr kinase, cause an autosomal recessive form of <span class= disease  id= 19242547-1-113-132 >Parkinson's disease</span> (PD), <span class= gene  id= 19242547-1-139-144 >PARK6</span>.	19242547	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2009
ALL	65018	Biomarker	BEFREE	This study shows that PARK13 and <span class= gene  id= 24798695-10-33-38 >PINK1</span> are subcellular-specific, but dynamic, proteins with a reciprocal molecular relationship providing new insight into the complexity of <span class= disease  id= 24798695-10-173-175 >PD</span>.	24798695	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2014
ALL	65018	Biomarker	BEFREE	? To evaluate the phenotype and the frequencies of mutations in PRKN, DJ1 and <span class= gene  id= 22233331-1-78-83 >PINK1</span> genes in patients with <span class= disease  id= 22233331-1-107-124 >Parkinson disease</span> (<span class= disease  id= 22233331-1-126-128 >PD</span>) in Turkey.	22233331	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2012
ALL	65018	GeneticVariation	BEFREE	Moreover, TRAP1 mutation ameliorated mitochondrial dysfunction and dopaminergic (DA) neuron loss induced by deletion of a familial <span class= disease  id= 26631731-5-131-148 >Parkinson disease</span> gene <span class= gene  id= 26631731-5-154-159 >PINK1</span> (Pten-induced kinase 1) in Drosophila.	26631731	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2016
ALL	65018	AlteredExpression	BEFREE	&alpha;-Synuclein transgenic mice reveal compensatory increases in <span class= disease  id= 20464527-0-61-80 >Parkinson's disease</span>-associated proteins DJ-1 and parkin and have enhanced &alpha;-synuclein and <span class= gene  id= 20464527-0-151-156 >PINK1</span> levels after rotenone treatment.	20464527	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2010
ALL	65018	GeneticVariation	GAD	A common A340T variant in PINK1 gene associated with late-onset Parkinson's disease in Chinese	17084972	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2006
ALL	65018	GeneticVariation	BEFREE	Genetic studies using Drosophila models demonstrate that PINK1, a mitochondrial kinase encoded by a <span class= disease  id= 22610403-3-100-102 >PD</span>-linked gene <span class= gene  id= 22610403-3-115-120 >PINK1</span>, is critical for maintaining mitochondrial function and integrity.	22610403	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2012
ALL	65018	GeneticVariation	BEFREE	Mutation in the phosphatase and tensin homolog (<span class= gene  id= 21366594-2-48-79 >PTEN)-induced putative kinase 1</span> (<span class= gene  id= 21366594-2-81-86 >PINK1</span>) gene causes an autosomal recessive form of <span class= disease  id= 21366594-2-131-133 >PD</span>.	21366594	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2011
ALL	65018	GeneticVariation	BEFREE	Finally, mitochondrial fragmentation induced by expression of &alpha;S is rescued by coexpression of PINK1, parkin or DJ-1 but <span class= negexp >not the</span> <span class= disease  id= 20842103-10-129-131 >PD</span>-associated mutations <span class= gene  id= 20842103-10-153-158 >PINK1</span> <span class= variant  dbSNP= rs74315355  genes_norm= 65018 >G309D</span> and parkin &Delta;1-79 or by DJ-1 <span class= variant  dbSNP= NA  genes_norm= NA >C106A</span>.	20842103	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2010
ALL	65018	Biomarker	BEFREE	Mitochondrial morphogenesis, distribution, and <span class= disease  id= 19680148-0-47-64 >Parkinson disease</span>: insights from <span class= gene  id= 19680148-0-80-85 >PINK1</span>.	19680148	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2009
ALL	65018	AlteredExpression	BEFREE	Expression of <span class= gene  id= 17950257-0-14-19 >PINK1</span> mRNA in human and rodent brain and in <span class= disease  id= 17950257-0-58-77 >Parkinson's disease</span>.	17950257	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2007
ALL	65018	GeneticVariation	BEFREE	We also discuss how defects in the <span class= gene  id= 24842103-8-35-40 >PINK1</span>-Parkin pathway may cause neurodegeneration in <span class= disease  id= 24842103-8-87-106 >Parkinson's disease</span>.	24842103	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2014
ALL	65018	Biomarker	BEFREE	Here we summarize how the proteins identified through genetic research (alpha-synuclein, parkin, <span class= gene  id= 17680806-5-97-102 >PINK1</span>, DJ-1, LRRK2 and HTRA2) fit into and add to our current understanding of the role of mitochondrial dysfunction in <span class= disease  id= 17680806-5-217-219 >PD</span>.	17680806	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2008
ALL	65018	GeneticVariation	BEFREE	<span class= gene  id= 20045449-2-0-5 >PARK6</span> which is caused by mutations in the mitochondrial protein kinase <span class= gene  id= 20045449-2-71-76 >PINK1</span> is a rare autosomal-recessively inherited disorder mimicking the clinical picture of <span class= disease  id= 20045449-2-162-164 >PD</span>.	20045449	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2009
ALL	65018	GeneticVariation	BEFREE	Mutations in phosphatase and tensin homologue-induced putative kinase 1 (<span class= gene  id= 25355138-4-73-78 >PINK1</span>) also cause recessively inherited <span class= disease  id= 25355138-4-113-115 >PD</span>.	25355138	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2014
ALL	65018	Biomarker	BEFREE	Fourth, accumulating evidence suggests that <span class= gene  id= 18221368-7-44-49 >PINK1</span> interacts with other signaling proteins implicated in <span class= disease  id= 18221368-7-104-106 >PD</span> pathogenesis and mitochondrial dysfunction.	18221368	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2008
ALL	65018	GeneticVariation	BEFREE	In particular, mutations in Parkin, DJ-1, and <span class= gene  id= 18403612-3-46-51 >Pink1</span> genes are associated with autosomal recessive <span class= disease  id= 18403612-3-98-100 >PD</span> and may also play a major role in early onset PD (EOPD).	18403612	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2008
ALL	65018	AlteredExpression	BEFREE	Importantly, the aberrant mitochondrial phenotype can be rescued by the expression of <span class= gene  id= 20639397-8-86-91 >Pink1</span> and Parkin, two <span class= disease  id= 20639397-8-108-110 >PD</span>-linked genes involved in regulating mitochondrial dynamics and quality control.	20639397	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2011
ALL	65018	GeneticVariation	LHGDN	mutations in PINK1 are associated with PARK6 a locus linked to a rare familial form of Parkinson disease; cell culture studies suggest that PINK1 is mitochondrially located and may exert a protective effect on the cell that is abrogated by the mutations	15087508	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2004
ALL	65018	Biomarker	LHGDN	May be involved in apoptosi, oxidative stress, and development of Parkinson disease.	18272063	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2008
ALL	65018	GeneticVariation	BEFREE	The majority of <span class= disease  id= 17911161-6-16-18 >PD</span> cases are sporadic however, the discovery of genes linked to rare familial forms of disease (encoding alpha-synuclein, parkin, DJ-1, <span class= gene  id= 17911161-6-152-158 >PINK-1</span> and LRRK2) and studies from experimental animal models has provided crucial insights into molecular mechanisms in disease pathogenesis and identified probable targets for therapeutic intervention.	17911161	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2007
ALL	65018	GeneticVariation	GAD	Evaluation of PINK1 variants in Indian Parkinson's disease patients.	19889566	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2009
ALL	65018	GeneticVariation	BEFREE	Clinical spectrum of homozygous and heterozygous <span class= gene  id= 16769864-0-49-54 >PINK1</span> mutations in a large German family with <span class= disease  id= 16769864-0-95-112 >Parkinson disease</span>: role of a single hit?	16769864	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2006
ALL	65018	Biomarker	CTD_human	Mutation in the phosphatase and tensin homolog (<span class= gene  id= 21366594-2-48-79 >PTEN)-induced putative kinase 1</span> (<span class= gene  id= 21366594-2-81-86 >PINK1</span>) gene causes an autosomal recessive form of <span class= disease  id= 21366594-2-131-133 >PD</span>.	21366594	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2011
ALL	65018	Biomarker	CTD_human	PPAR&gamma; activation rescues mitochondrial function from inhibition of complex I and loss of PINK1.	24374061	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2014
ALL	65018	GeneticVariation	BEFREE	<span class= gene  id= 20637729-2-0-5 >PINK1</span> deficiency, which gives rise to familial early-onset <span class= disease  id= 20637729-2-59-61 >PD</span>, is associated with this dysfunction as well as increased oxidative stress.	20637729	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2010
ALL	65018	Biomarker	BEFREE	Genes upregulated in females relative to males are mainly involved in signal transduction and neuronal maturation, while in males some of the upregulated genes (alpha-synuclein and <span class= gene  id= 17412603-4-181-186 >PINK1</span>) were previously implicated in the pathogenesis of <span class= disease  id= 17412603-4-238-240 >PD</span>.	17412603	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2007
ALL	65018	GeneticVariation	GAD	Familial Parkinsonism and early onset Parkinson's disease in a Brazilian movement disorders clinic: phenotypic characterization and frequency of SNCA, PRKN, PINK1, and LRRK2 mutations.	19205068	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2009
ALL	65018	AlteredExpression	BEFREE	Fractionation studies of lysates showed that <span class= gene  id= 16805805-6-45-50 >PINK1</span> cleavage was enhanced by proteasomal stress in vitro and correlated with increased expression of the processed <span class= gene  id= 16805805-6-162-167 >PINK1</span> protein in <span class= disease  id= 16805805-6-179-181 >PD</span> brain.	16805805	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2006
ALL	65018	Biomarker	BEFREE	Phylogenetic and in silico structural analysis of the <span class= disease  id= 21412950-0-54-71 >Parkinson disease</span>-related kinase <span class= gene  id= 21412950-0-87-92 >PINK1</span>.	21412950	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2011
ALL	65018	Biomarker	BEFREE	Important insights into the cellular basis of <span class= disease  id= 23024178-3-46-48 >PD</span> pathogenesis include the demonstration that two PD genes, <span class= gene  id= 23024178-3-107-112 >PINK1</span> and parkin, function in a common pathway, with <span class= gene  id= 23024178-3-160-165 >PINK1</span> positively regulating parkin, to control mitochondrial integrity and maintenance.	23024178	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2013
ALL	65018	GeneticVariation	BEFREE	Through genetic manipulations and treatment with the small molecule mitochondrial division inhibitor (mdivi-1), which inhibits DLP1/Drp1, both structural and functional mitochondrial defects induced by mutant <span class= gene  id= 20164189-8-209-214 >PINK1</span> were attenuated, highlighting a potential novel therapeutic avenue for <span class= disease  id= 20164189-8-286-303 >Parkinson disease</span>.	20164189	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2010
ALL	65018	GeneticVariation	BEFREE	In particular, previous studies with the Drosophila mutants parkin and <span class= gene  id= 19553694-5-71-76 >PINK1</span>, which are two common causative genes among <span class= disease  id= 19553694-5-121-123 >PD</span> familial forms, have suggested strongly that mitochondrial dysfunction is the prominent cause for the <span class= disease  id= 19553694-5-226-228 >PD</span> pathogenesis and that these two PD genes are in a common pathway, with Parkin downstream of <span class= gene  id= 19553694-5-321-326 >PINK1</span>.	19553694	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2009
ALL	65018	Biomarker	BEFREE	The antioxidant Trolox helps recovery from the familial <span class= disease  id= 21664494-0-56-75 >Parkinson's disease</span>-specific mitochondrial deficits caused by <span class= gene  id= 21664494-0-118-123 >PINK1</span>- and DJ-1-deficiency in dopaminergic neuronal cells.	21664494	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2011
ALL	65018	AlteredExpression	BEFREE	Furthermore, <span class= gene  id= 19679562-10-13-18 >PINK1</span> expression had <span class= negexp >no effect</span> on cytochrome c release, suggesting a divergent function for this autosomal recessive <span class= disease  id= 19679562-10-130-132 >PD</span>-linked gene.	19679562	transferase; kinase; receptor	PINK1	PTEN induced putative kinase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.397570682881075	2010
